1	;7.17604	;20.3529	;31.9023	;37.044	;41.8209	;8.62968
69	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
70	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
71	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
72	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
73	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
74	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
75	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
76	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
77	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
78	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
79	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
80	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
81	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
82	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
83	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
84	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
85	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
86	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
87	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
88	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
89	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
90	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
91	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
92	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
93	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
94	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
95	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
96	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
97	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
98	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
99	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
100	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
101	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
102	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
103	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
104	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
105	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
106	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
107	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
108	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
109	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
110	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
111	;6.48791	;9.0698	;4.77639	;3.07772	;2.3769	;1.60922
112	;6.50746	;9.06495	;4.7802	;3.08688	;2.34818	;1.60915
113	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
114	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
115	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
116	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
117	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
118	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
119	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
120	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
121	;6.49784	;9.09322	;4.80021	;3.08533	;2.30991	;1.60908
122	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
123	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
124	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
125	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
126	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
127	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
128	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
129	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
130	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
131	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
132	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
133	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
134	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
135	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
136	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
137	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
138	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
139	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
140	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
141	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
142	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
143	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
144	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
145	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
146	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
147	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
148	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
149	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907
150	;6.49829	;9.0937	;4.80023	;3.0852	;2.30899	;1.60907

1	;15.8743	;25.1416	;10.1142	;26.7598	;24.8221	;6.40923
2	;5.60666	;22.4425	;3.54994	;9.47212	;18.5873	;3.72269
3	;5.60666	;22.4425	;3.54994	;9.47212	;18.5873	;3.72269
4	;4.99843	;17.9023	;7.44337	;6.57119	;15.3242	;3.25975
5	;4.83164	;18.3916	;6.95115	;5.37854	;12.3162	;2.98703
6	;7.56254	;17.9253	;8.05413	;6.46581	;3.79981	;2.73359
7	;7.58934	;16.6116	;4.80036	;2.72593	;7.53128	;2.44973
8	;7.58934	;16.6116	;4.80036	;2.72593	;7.53128	;2.44973
9	;7.87099	;16.5724	;4.47632	;1.99738	;7.52858	;2.39901
10	;8.60369	;12.083	;3.63305	;7.62608	;5.29562	;2.32386
11	;8.6548	;8.20712	;4.09452	;6.16071	;5.94551	;2.06311
12	;7.2758	;9.59658	;4.81016	;2.56996	;6.52758	;1.92068
13	;7.59443	;8.16285	;4.2793	;3.36952	;6.22093	;1.84873
14	;7.59443	;8.16285	;4.2793	;3.36952	;6.22093	;1.84873
15	;7.59443	;8.16285	;4.2793	;3.36952	;6.22093	;1.84873
16	;7.67477	;8.12165	;4.30556	;3.42282	;6.10103	;1.84865
17	;7.67477	;8.12165	;4.30556	;3.42282	;6.10103	;1.84865
18	;7.63726	;8.16199	;4.29191	;3.26808	;6.09079	;1.83768
19	;7.63726	;8.16199	;4.29191	;3.26808	;6.09079	;1.83768
20	;7.8864	;7.59403	;4.98295	;3.1659	;5.2151	;1.79989
21	;7.85935	;7.78937	;4.78183	;3.27658	;4.46096	;1.75769
22	;7.89117	;7.81705	;4.69858	;3.80297	;3.48297	;1.72803
23	;7.5881	;8.24657	;4.68787	;3.80524	;2.54254	;1.67671
24	;6.56829	;8.17193	;5.49288	;3.9831	;2.58558	;1.67243
25	;6.63711	;8.39436	;5.14702	;3.83658	;2.58095	;1.65959
26	;6.51497	;8.32874	;5.03527	;3.71067	;2.66797	;1.63848
27	;6.51497	;8.32874	;5.03527	;3.71067	;2.66797	;1.63848
28	;6.51497	;8.32874	;5.03527	;3.71067	;2.66797	;1.63848
29	;6.51497	;8.32874	;5.03527	;3.71067	;2.66797	;1.63848
30	;6.81849	;8.84012	;5.2948	;3.20439	;2.01049	;1.6329
31	;6.63805	;8.85042	;5.31765	;2.7365	;2.6003	;1.63132
32	;6.63805	;8.85042	;5.31765	;2.7365	;2.6003	;1.63132
33	;6.72153	;8.92837	;5.14511	;2.80504	;2.49248	;1.62817
34	;6.72153	;8.92837	;5.14511	;2.80504	;2.49248	;1.62817
35	;6.74656	;8.92839	;5.12861	;2.82111	;2.4491	;1.627
36	;6.7412	;8.92844	;5.12662	;2.82131	;2.4435	;1.62621
37	;6.56881	;8.88828	;4.8486	;3.26256	;2.2733	;1.61251
38	;6.56881	;8.88828	;4.8486	;3.26256	;2.2733	;1.61251
39	;6.56881	;8.88828	;4.8486	;3.26256	;2.2733	;1.61251
40	;6.54975	;8.88334	;4.80545	;3.30589	;2.29401	;1.61232
41	;6.54975	;8.88334	;4.80545	;3.30589	;2.29401	;1.61232
42	;6.54975	;8.88334	;4.80545	;3.30589	;2.29401	;1.61232
43	;6.55	;8.88331	;4.80447	;3.28957	;2.29366	;1.61123
44	;6.55	;8.88331	;4.80447	;3.28957	;2.29366	;1.61123
45	;6.55	;8.88331	;4.80447	;3.28957	;2.29366	;1.61123
46	;6.55	;8.88331	;4.80447	;3.28957	;2.29366	;1.61123
47	;6.55	;8.88331	;4.80447	;3.28957	;2.29366	;1.61123
48	;6.56441	;8.91347	;4.80121	;3.27523	;2.26473	;1.61111
49	;6.56083	;8.90782	;4.80538	;3.26602	;2.27473	;1.61084
50	;6.56083	;8.90782	;4.80538	;3.26602	;2.27473	;1.61084
51	;6.56083	;8.90782	;4.80538	;3.26602	;2.27473	;1.61084
52	;6.56083	;8.90782	;4.80538	;3.26602	;2.27473	;1.61084
53	;6.56083	;8.90782	;4.80538	;3.26602	;2.27473	;1.61084
54	;6.56219	;8.90681	;4.80574	;3.26483	;2.27519	;1.61084
55	;6.56219	;8.90681	;4.80574	;3.26483	;2.27519	;1.61084
56	;6.56406	;8.91477	;4.81574	;3.24507	;2.2719	;1.61064
57	;6.56406	;8.91477	;4.81574	;3.24507	;2.2719	;1.61064
58	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
59	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
60	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
61	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
62	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
63	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
64	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
65	;6.56094	;8.90104	;4.81246	;3.2391	;2.29531	;1.61047
66	;6.55933	;8.90301	;4.8133	;3.23935	;2.29268	;1.6104
67	;6.55933	;8.90301	;4.8133	;3.23935	;2.29268	;1.6104
68	;6.55933	;8.90301	;4.8133	;3.23935	;2.29268	;1.6104
69	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
70	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
71	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
72	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
73	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
74	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
75	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
76	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
77	;6.55896	;8.90332	;4.8154	;3.23755	;2.29142	;1.61033
78	;6.55907	;8.90197	;4.81621	;3.23723	;2.29162	;1.6103
79	;6.55907	;8.90197	;4.81621	;3.23723	;2.29162	;1.6103
80	;6.55907	;8.90197	;4.81621	;3.23723	;2.29162	;1.6103
81	;6.55907	;8.90197	;4.81621	;3.23723	;2.29162	;1.6103
82	;6.55907	;8.90197	;4.81621	;3.23723	;2.29162	;1.6103
83	;6.55907	;8.90197	;4.81621	;3.23723	;2.29162	;1.6103
84	;6.5506	;8.99406	;4.81113	;3.20345	;2.24656	;1.61028
85	;6.5527	;9.02161	;4.77911	;3.14085	;2.30097	;1.60962
86	;6.5768	;9.00369	;4.79262	;3.11425	;2.3056	;1.60948
87	;6.58381	;9.00121	;4.77515	;3.11034	;2.32033	;1.60935
88	;6.55923	;8.97963	;4.79128	;3.12611	;2.3317	;1.60917
89	;6.55923	;8.97963	;4.79128	;3.12611	;2.3317	;1.60917
90	;6.55923	;8.97963	;4.79128	;3.12611	;2.3317	;1.60917
91	;6.55923	;8.97963	;4.79128	;3.12611	;2.3317	;1.60917
92	;6.55923	;8.97963	;4.79128	;3.12611	;2.3317	;1.60917
93	;6.55923	;8.97963	;4.79128	;3.12611	;2.3317	;1.60917
94	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
95	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
96	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
97	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
98	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
99	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
100	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
101	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
102	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
103	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
104	;6.56041	;8.98058	;4.79004	;3.12691	;2.3298	;1.60915
105	;6.56664	;8.96212	;4.82242	;3.12473	;2.31161	;1.60914
106	;6.56664	;8.96212	;4.82242	;3.12473	;2.31161	;1.60914
107	;6.56664	;8.96212	;4.82242	;3.12473	;2.31161	;1.60914
108	;6.56664	;8.96212	;4.82242	;3.12473	;2.31161	;1.60914
109	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
110	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
111	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
112	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
113	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
114	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
115	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
116	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
117	;6.56235	;8.96111	;4.83215	;3.12376	;2.30762	;1.60911
118	;6.56113	;8.96126	;4.83038	;3.12209	;2.31166	;1.60908
119	;6.56113	;8.96126	;4.83038	;3.12209	;2.31166	;1.60908
120	;6.56113	;8.96126	;4.83038	;3.12209	;2.31166	;1.60908
121	;6.56113	;8.96126	;4.83038	;3.12209	;2.31166	;1.60908
122	;6.56113	;8.96126	;4.83038	;3.12209	;2.31166	;1.60908
123	;6.56113	;8.96126	;4.83038	;3.12209	;2.31166	;1.60908
124	;6.55252	;8.96888	;4.83478	;3.11766	;2.3117	;1.60902
125	;6.55252	;8.96888	;4.83478	;3.11766	;2.3117	;1.60902
126	;6.55252	;8.96888	;4.83478	;3.11766	;2.3117	;1.60902
127	;6.55252	;8.96888	;4.83478	;3.11766	;2.3117	;1.60902
128	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
129	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
130	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
131	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
132	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
133	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
134	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
135	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
136	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
137	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
138	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
139	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
140	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
141	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
142	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
143	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
144	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
145	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
146	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
147	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
148	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
149	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609
150	;6.5526	;8.9617	;4.83843	;3.11746	;2.31499	;1.609

1	;4.59939	;21.9423	;47.3257	;5.83495	;4.87999	;5.27794
2	;19.7109	;12.2126	;20.3675	;8.25368	;20.7356	;5.07189
3	;11.3371	;20.7232	;7.51937	;16.4559	;9.78254	;4.10705
4	;14.5	;13.0247	;5.80286	;4.7803	;23.5598	;3.84806
5	;4.88635	;12.47	;17.1085	;2.74249	;16.4596	;3.34882
6	;4.88635	;12.47	;17.1085	;2.74249	;16.4596	;3.34882
7	;7.62936	;6.88219	;16.2411	;3.70098	;11.9215	;2.89381
8	;15.1919	;7.03805	;14.4902	;3.28302	;5.05378	;2.81155
9	;15.6709	;7.76455	;12.9222	;4.78434	;2.33736	;2.71311
10	;6.69135	;8.25038	;15.1284	;8.30568	;3.74905	;2.62859
11	;6.69135	;8.25038	;15.1284	;8.30568	;3.74905	;2.62859
12	;6.68482	;7.81023	;15.1276	;5.43853	;3.75835	;2.42234
13	;7.10581	;7.21229	;14.4412	;4.05214	;3.79191	;2.28405
14	;6.59721	;7.22484	;14.683	;4.31527	;3.54348	;2.2691
15	;6.40239	;7.71657	;14.6124	;2.89734	;3.15088	;2.17024
16	;6.40239	;7.71657	;14.6124	;2.89734	;3.15088	;2.17024
17	;6.40239	;7.71657	;14.6124	;2.89734	;3.15088	;2.17024
18	;6.34857	;7.73664	;14.336	;2.82443	;3.43202	;2.16389
19	;6.37524	;7.70329	;14.0438	;3.11401	;3.40915	;2.16188
20	;6.39963	;7.4299	;14.0911	;3.35812	;3.15255	;2.14851
21	;6.39963	;7.4299	;14.0911	;3.35812	;3.15255	;2.14851
22	;6.18436	;7.97968	;11.91	;3.1211	;3.84782	;2.06188
23	;5.77847	;8.2498	;9.98815	;3.14961	;4.03144	;1.94672
24	;6.30518	;8.34251	;7.10218	;4.97937	;3.93362	;1.91336
25	;6.30518	;8.34251	;7.10218	;4.97937	;3.93362	;1.91336
26	;6.30518	;8.34251	;7.10218	;4.97937	;3.93362	;1.91336
27	;6.30518	;8.34251	;7.10218	;4.97937	;3.93362	;1.91336
28	;5.9899	;8.26049	;6.61726	;4.7178	;3.75655	;1.83094
29	;6.25236	;8.9076	;6.28096	;4.84181	;2.86258	;1.81867
30	;6.24257	;9.38935	;5.19552	;2.99626	;2.9211	;1.66887
31	;6.24257	;9.38935	;5.19552	;2.99626	;2.9211	;1.66887
32	;6.24421	;9.32481	;4.92847	;2.94132	;3.09755	;1.65587
33	;6.684	;8.88165	;4.60003	;3.01376	;2.92979	;1.62922
34	;6.684	;8.88165	;4.60003	;3.01376	;2.92979	;1.62922
35	;6.684	;8.88165	;4.60003	;3.01376	;2.92979	;1.62922
36	;6.684	;8.88165	;4.60003	;3.01376	;2.92979	;1.62922
37	;6.54708	;8.66843	;4.91458	;3.61126	;2.27749	;1.62358
38	;6.54708	;8.66843	;4.91458	;3.61126	;2.27749	;1.62358
39	;6.87618	;8.50006	;4.83673	;3.42567	;2.33567	;1.6208
40	;6.87618	;8.50006	;4.83673	;3.42567	;2.33567	;1.6208
41	;6.87618	;8.50006	;4.83673	;3.42567	;2.33567	;1.6208
42	;6.87618	;8.50006	;4.83673	;3.42567	;2.33567	;1.6208
43	;6.87618	;8.50006	;4.83673	;3.42567	;2.33567	;1.6208
44	;6.87618	;8.50006	;4.83673	;3.42567	;2.33567	;1.6208
45	;6.87618	;8.50006	;4.83673	;3.42567	;2.33567	;1.6208
46	;6.81401	;8.69392	;4.85987	;3.10253	;2.35783	;1.61168
47	;6.81401	;8.69392	;4.85987	;3.10253	;2.35783	;1.61168
48	;6.81401	;8.69392	;4.85987	;3.10253	;2.35783	;1.61168
49	;6.81401	;8.69392	;4.85987	;3.10253	;2.35783	;1.61168
50	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
51	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
52	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
53	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
54	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
55	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
56	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
57	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
58	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
59	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
60	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
61	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
62	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
63	;6.73449	;8.75112	;4.87751	;3.11805	;2.34509	;1.61156
64	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
65	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
66	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
67	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
68	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
69	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
70	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
71	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
72	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
73	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
74	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
75	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
76	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
77	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
78	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
79	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
80	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
81	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
82	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
83	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
84	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
85	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
86	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
87	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
88	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
89	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
90	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
91	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
92	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
93	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
94	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
95	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
96	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
97	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
98	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
99	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
100	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
101	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
102	;6.77217	;8.70656	;4.87555	;3.10034	;2.3677	;1.61131
103	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
104	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
105	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
106	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
107	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
108	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
109	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
110	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
111	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
112	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
113	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
114	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
115	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
116	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
117	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
118	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
119	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
120	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
121	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
122	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
123	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
124	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
125	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
126	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
127	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
128	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
129	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
130	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
131	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
132	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
133	;6.77206	;8.73681	;4.89236	;3.07826	;2.33987	;1.61113
134	;6.67976	;8.90035	;4.79248	;3.01916	;2.42544	;1.61099
135	;6.67976	;8.90035	;4.79248	;3.01916	;2.42544	;1.61099
136	;6.67976	;8.90035	;4.79248	;3.01916	;2.42544	;1.61099
