1	;35.087	;2.60978	;86.9986	;40.2882	;274144
143	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82
144	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82
145	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82
146	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82
147	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82
148	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82
149	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82
150	;1.17336	;0.573012	;60.5943	;59.8611	;7040.82

1	;15.9797	;3.80363	;66.0834	;57.5373	;130384
2	;15.9797	;3.80363	;66.0834	;57.5373	;130384
3	;13.4017	;1.22132	;60.8564	;41.0729	;53463.3
4	;9.89862	;1.01848	;85.0951	;39.2693	;46691.3
5	;8.10303	;2.0133	;74.1224	;37.0736	;44215.4
6	;8.94784	;1.54578	;65.9043	;38.182	;37440.7
7	;3.39079	;2.07445	;63.4251	;39.2303	;24866.8
8	;2.76912	;1.0437	;59.5085	;43.243	;12991.4
9	;2.76912	;1.0437	;59.5085	;43.243	;12991.4
10	;2.77594	;0.89885	;59.6768	;43.5747	;11946.3
11	;2.79169	;0.848993	;60.2643	;43.7131	;11763.5
12	;1.48362	;0.717158	;67.4007	;47.0081	;9525.91
13	;1.48362	;0.717158	;67.4007	;47.0081	;9525.91
14	;1.48362	;0.717158	;67.4007	;47.0081	;9525.91
15	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
16	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
17	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
18	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
19	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
20	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
21	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
22	;1.55721	;0.653986	;68.1038	;46.3857	;9204.96
23	;1.5648	;0.658936	;67.6041	;46.022	;9138.25
24	;1.5648	;0.658936	;67.6041	;46.022	;9138.25
25	;1.56963	;0.653294	;67.6125	;46.1367	;9108.32
26	;1.44041	;0.666616	;67.9683	;45.9484	;8982.55
27	;1.37634	;0.666148	;67.7936	;46.0436	;8799.3
28	;1.37634	;0.666148	;67.7936	;46.0436	;8799.3
29	;1.37634	;0.666148	;67.7936	;46.0436	;8799.3
30	;1.37634	;0.666148	;67.7936	;46.0436	;8799.3
31	;1.37622	;0.665215	;67.8231	;46.0332	;8795.4
32	;1.38071	;0.663565	;67.8471	;46.0255	;8794.66
33	;1.38071	;0.663565	;67.8471	;46.0255	;8794.66
34	;1.38071	;0.663565	;67.8471	;46.0255	;8794.66
35	;1.36057	;0.657177	;67.8339	;46.0458	;8686.32
36	;1.36057	;0.657177	;67.8339	;46.0458	;8686.32
37	;1.36057	;0.657177	;67.8339	;46.0458	;8686.32
38	;1.36057	;0.657177	;67.8339	;46.0458	;8686.32
39	;1.36057	;0.657177	;67.8339	;46.0458	;8686.32
40	;1.35755	;0.65986	;67.6183	;46.1793	;8671.35
41	;1.35755	;0.65986	;67.6183	;46.1793	;8671.35
42	;1.35755	;0.65986	;67.6183	;46.1793	;8671.35
43	;1.36051	;0.653795	;67.5263	;46.1566	;8602
44	;1.36051	;0.653795	;67.5263	;46.1566	;8602
45	;1.44083	;0.640654	;66.7481	;46.2894	;8527.22
46	;1.36908	;0.63851	;67.2756	;46.4276	;8451.14
47	;1.36908	;0.63851	;67.2756	;46.4276	;8451.14
48	;1.36908	;0.63851	;67.2756	;46.4276	;8451.14
49	;1.36908	;0.63851	;67.2756	;46.4276	;8451.14
50	;1.36908	;0.63851	;67.2756	;46.4276	;8451.14
51	;1.36908	;0.63851	;67.2756	;46.4276	;8451.14
52	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
53	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
54	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
55	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
56	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
57	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
58	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
59	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
60	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
61	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
62	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
63	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
64	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
65	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
66	;1.36026	;0.638027	;67.2908	;46.4486	;8430.4
67	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
68	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
69	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
70	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
71	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
72	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
73	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
74	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
75	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
76	;1.35635	;0.635915	;67.142	;46.4412	;8372.77
77	;1.8545	;0.742349	;69.4698	;14.96	;7896.26
78	;1.8545	;0.742349	;69.4698	;14.96	;7896.26
79	;1.83764	;0.721959	;70.1083	;13.1081	;7636.47
80	;1.93255	;0.721231	;69.6028	;13.3037	;7621.14
81	;1.45306	;0.797952	;66.4848	;13.6077	;7352.65
82	;1.45306	;0.797952	;66.4848	;13.6077	;7352.65
83	;1.40443	;0.632651	;65.9082	;13.9067	;5884.98
84	;1.40443	;0.632651	;65.9082	;13.9067	;5884.98
85	;1.40443	;0.632651	;65.9082	;13.9067	;5884.98
86	;1.40443	;0.632651	;65.9082	;13.9067	;5884.98
87	;1.40443	;0.632651	;65.9082	;13.9067	;5884.98
88	;1.40443	;0.632651	;65.9082	;13.9067	;5884.98
89	;1.40443	;0.632651	;65.9082	;13.9067	;5884.98
90	;1.41058	;0.629452	;65.9273	;13.883	;5864.78
91	;1.41058	;0.629452	;65.9273	;13.883	;5864.78
92	;1.41058	;0.629452	;65.9273	;13.883	;5864.78
93	;1.41058	;0.629452	;65.9273	;13.883	;5864.78
94	;1.41058	;0.629452	;65.9273	;13.883	;5864.78
95	;1.41058	;0.629452	;65.9273	;13.883	;5864.78
96	;1.40897	;0.621488	;65.6364	;13.8799	;5753.31
97	;1.41295	;0.621917	;65.4032	;13.8699	;5722.14
98	;1.41406	;0.618762	;65.3884	;13.8714	;5695.61
99	;1.41406	;0.618762	;65.3884	;13.8714	;5695.61
100	;1.41406	;0.618762	;65.3884	;13.8714	;5695.61
101	;1.41406	;0.618762	;65.3884	;13.8714	;5695.61
102	;1.41302	;0.613496	;64.8229	;13.8457	;5564.04
103	;1.41302	;0.613496	;64.8229	;13.8457	;5564.04
104	;1.41302	;0.613496	;64.8229	;13.8457	;5564.04
105	;1.41302	;0.613496	;64.8229	;13.8457	;5564.04
106	;1.34146	;0.624691	;64.4202	;13.7985	;5537.24
107	;1.34146	;0.624691	;64.4202	;13.7985	;5537.24
108	;1.34146	;0.624691	;64.4202	;13.7985	;5537.24
109	;1.34146	;0.624691	;64.4202	;13.7985	;5537.24
110	;1.34146	;0.624691	;64.4202	;13.7985	;5537.24
111	;1.34146	;0.624691	;64.4202	;13.7985	;5537.24
112	;1.34041	;0.611524	;64.366	;13.802	;5426.93
113	;1.34041	;0.611524	;64.366	;13.802	;5426.93
114	;1.34041	;0.611524	;64.366	;13.802	;5426.93
115	;1.34041	;0.611524	;64.366	;13.802	;5426.93
116	;1.34041	;0.611524	;64.366	;13.802	;5426.93
117	;1.34041	;0.611524	;64.366	;13.802	;5426.93
118	;1.34041	;0.611524	;64.366	;13.802	;5426.93
119	;1.34041	;0.611524	;64.366	;13.802	;5426.93
120	;1.34041	;0.611524	;64.366	;13.802	;5426.93
121	;1.34041	;0.611524	;64.366	;13.802	;5426.93
122	;1.34041	;0.611524	;64.366	;13.802	;5426.93
123	;1.34041	;0.611524	;64.366	;13.802	;5426.93
124	;1.34041	;0.611524	;64.366	;13.802	;5426.93
125	;1.34041	;0.611524	;64.366	;13.802	;5426.93
126	;1.34041	;0.611524	;64.366	;13.802	;5426.93
127	;1.34041	;0.611524	;64.366	;13.802	;5426.93
128	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
129	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
130	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
131	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
132	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
133	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
134	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
135	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
136	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
137	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
138	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
139	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
140	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
141	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
142	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
143	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
144	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
145	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
146	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
147	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
148	;1.32052	;0.609868	;64.3948	;13.8698	;5409.69
149	;1.31722	;0.609269	;64.3607	;13.8619	;5397.19
150	;1.31722	;0.609269	;64.3607	;13.8619	;5397.19

1	;7.9523	;2.05259	;79.425	;54.731	;60072.3
2	;3.14318	;2.04334	;63.3616	;63.7324	;29759.3
3	;3.14318	;2.04334	;63.3616	;63.7324	;29759.3
4	;3.14318	;2.04334	;63.3616	;63.7324	;29759.3
5	;3.14318	;2.04334	;63.3616	;63.7324	;29759.3
6	;3.14318	;2.04334	;63.3616	;63.7324	;29759.3
7	;2.10515	;1.38968	;63.6429	;56.7122	;17706.4
8	;2.10515	;1.38968	;63.6429	;56.7122	;17706.4
9	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
10	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
11	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
12	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
13	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
14	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
15	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
16	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
17	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
18	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
19	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
20	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
21	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
22	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
23	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
24	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
25	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
26	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
27	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
28	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
29	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
30	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
31	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
32	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
33	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
34	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
35	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
36	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
37	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
38	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
39	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
40	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
41	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
42	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
43	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
44	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
45	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
46	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
47	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
48	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
49	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
50	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
51	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
52	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
53	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
54	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
55	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
56	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
57	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
58	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
59	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
60	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
61	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
62	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
63	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
64	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
65	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
66	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
67	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
68	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
69	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
70	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
71	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
72	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
73	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
74	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
75	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
76	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
77	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
78	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
79	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
80	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
81	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
82	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
83	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
84	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
85	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
86	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
87	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
88	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
89	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
90	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
91	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
92	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
93	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
94	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
95	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
96	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
97	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
98	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
99	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
100	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
101	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
102	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
103	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
104	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
105	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
106	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
107	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
108	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
109	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
110	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
111	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
112	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
113	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
114	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
115	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
116	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
117	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
118	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
119	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
120	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
121	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
122	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
123	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
124	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
125	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
126	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
127	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
128	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
129	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
130	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
131	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
132	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
133	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
134	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
135	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
136	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
137	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
138	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
139	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
140	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
141	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
142	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
143	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
144	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
145	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
146	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
147	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
148	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
149	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86
150	;1.56017	;0.645176	;63.6637	;56.2342	;9023.86

1	;2.92	;6.26544	;85.3559	;98.9087	;176213
2	;8.08395	;3.13014	;65.2918	;90.4837	;89762.2
3	;4.28003	;2.53401	;79.4395	;90.1553	;64226.9
4	;4.78306	;2.29572	;60.5103	;77.6707	;42685.1
5	;3.29133	;1.90752	;71.3356	;75.4406	;36317.9
6	;6.37549	;1.00441	;68.1367	;43.605	;26565.5
7	;3.07363	;1.85698	;59.9579	;40.6012	;20519.3
8	;3.07363	;1.85698	;59.9579	;40.6012	;20519.3
9	;3.07363	;1.85698	;59.9579	;40.6012	;20519.3
10	;3.07363	;1.85698	;59.9579	;40.6012	;20519.3
11	;2.94122	;1.72994	;62.4292	;40.7684	;20184.8
12	;2.94122	;1.72994	;62.4292	;40.7684	;20184.8
13	;2.94122	;1.72994	;62.4292	;40.7684	;20184.8
14	;2.90263	;1.13626	;63.5713	;40.3717	;14912.6
15	;2.50779	;0.615237	;63.6294	;39.7519	;9467.15
16	;2.50779	;0.615237	;63.6294	;39.7519	;9467.15
17	;1.36298	;0.831081	;62.1682	;39.0339	;8534.39
18	;1.36298	;0.831081	;62.1682	;39.0339	;8534.39
19	;1.36298	;0.831081	;62.1682	;39.0339	;8534.39
20	;1.38819	;0.85298	;61.0869	;39.033	;8521.44
21	;1.38819	;0.85298	;61.0869	;39.033	;8521.44
22	;1.44981	;0.72043	;61.1622	;39.1909	;7619.33
23	;1.44981	;0.72043	;61.1622	;39.1909	;7619.33
24	;1.44981	;0.72043	;61.1622	;39.1909	;7619.33
25	;1.44981	;0.72043	;61.1622	;39.1909	;7619.33
26	;1.44781	;0.632779	;61.1645	;39.0682	;6932.22
27	;1.39428	;0.597098	;61.1699	;39.105	;6565.75
28	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
29	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
30	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
31	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
32	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
33	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
34	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
35	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
36	;1.3783	;0.581577	;61.2428	;39.1759	;6435.32
37	;1.37169	;0.582807	;60.9789	;39.3155	;6399.28
38	;1.37169	;0.582807	;60.9789	;39.3155	;6399.28
39	;1.3575	;0.582588	;60.972	;39.2476	;6366.2
40	;1.3575	;0.582588	;60.972	;39.2476	;6366.2
41	;1.3575	;0.582588	;60.972	;39.2476	;6366.2
42	;1.3575	;0.582588	;60.972	;39.2476	;6366.2
43	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
44	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
45	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
46	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
47	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
48	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
49	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
50	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
51	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
52	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
53	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
54	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
55	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
56	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
57	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
58	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
59	;1.30315	;0.578812	;60.9673	;39.407	;6247.95
60	;1.21756	;0.588404	;60.9568	;39.3827	;6162.16
61	;1.21756	;0.588404	;60.9568	;39.3827	;6162.16
62	;1.21756	;0.588404	;60.9568	;39.3827	;6162.16
63	;1.21756	;0.588404	;60.9568	;39.3827	;6162.16
64	;1.20489	;0.582268	;60.9273	;39.3307	;6085.68
65	;1.20489	;0.582268	;60.9273	;39.3307	;6085.68
66	;1.20489	;0.582268	;60.9273	;39.3307	;6085.68
67	;1.20489	;0.582268	;60.9273	;39.3307	;6085.68
68	;1.18358	;0.578557	;60.9431	;39.3388	;6022.6
69	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
70	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
71	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
72	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
73	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
74	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
75	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
76	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
77	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
78	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
79	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
80	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
81	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
82	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
83	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
84	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
85	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
86	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
87	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
88	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
89	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
90	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
91	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
92	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
93	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
94	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
95	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
96	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
97	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
98	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
99	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
100	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
101	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
102	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
103	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
104	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
105	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
106	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
107	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
108	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
109	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
110	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
111	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
112	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
113	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
114	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
115	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
116	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
117	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
118	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
119	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
120	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
121	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
122	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
123	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
124	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
125	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
126	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
127	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
128	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
129	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
130	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
131	;1.17997	;0.57646	;60.9729	;39.3244	;6004.19
