1	;0.064414	;0.491769	;11.9774	;0.0285199
52	;0.0500936	;0.347538	;10.8551	;0.0112109
53	;0.0500936	;0.347538	;10.8551	;0.0112109
54	;0.0500936	;0.347538	;10.8551	;0.0112109
55	;0.0500936	;0.347538	;10.8551	;0.0112109
56	;0.0500936	;0.347538	;10.8551	;0.0112109
57	;0.0500936	;0.347538	;10.8551	;0.0112109
58	;0.0500936	;0.347538	;10.8551	;0.0112109
59	;0.0500936	;0.347538	;10.8551	;0.0112109
60	;0.050065	;0.349168	;10.7843	;0.0111887
61	;0.050065	;0.349168	;10.7843	;0.0111887
62	;0.050065	;0.349168	;10.7843	;0.0111887
63	;0.050065	;0.349168	;10.7843	;0.0111887
64	;0.050065	;0.349168	;10.7843	;0.0111887
65	;0.050065	;0.349168	;10.7843	;0.0111887
66	;0.050065	;0.349168	;10.7843	;0.0111887
67	;0.050065	;0.349168	;10.7843	;0.0111887
68	;0.050065	;0.349168	;10.7843	;0.0111887
69	;0.050065	;0.349168	;10.7843	;0.0111887
70	;0.050065	;0.349168	;10.7843	;0.0111887
71	;0.050065	;0.349168	;10.7843	;0.0111887
72	;0.050065	;0.349168	;10.7843	;0.0111887
73	;0.050065	;0.349168	;10.7843	;0.0111887
74	;0.050065	;0.349168	;10.7843	;0.0111887
75	;0.050065	;0.349168	;10.7843	;0.0111887
76	;0.050065	;0.349168	;10.7843	;0.0111887
77	;0.050065	;0.349168	;10.7843	;0.0111887
78	;0.050065	;0.349168	;10.7843	;0.0111887
79	;0.050065	;0.349168	;10.7843	;0.0111887
80	;0.050065	;0.349168	;10.7843	;0.0111887
81	;0.050065	;0.349168	;10.7843	;0.0111887
82	;0.050065	;0.349168	;10.7843	;0.0111887
83	;0.050065	;0.349168	;10.7843	;0.0111887
84	;0.050065	;0.349168	;10.7843	;0.0111887
85	;0.050065	;0.349168	;10.7843	;0.0111887
86	;0.050065	;0.349168	;10.7843	;0.0111887
87	;0.050065	;0.349168	;10.7843	;0.0111887
88	;0.050065	;0.349168	;10.7843	;0.0111887
89	;0.050065	;0.349168	;10.7843	;0.0111887
90	;0.050065	;0.349168	;10.7843	;0.0111887
91	;0.050065	;0.349168	;10.7843	;0.0111887
92	;0.050065	;0.349168	;10.7843	;0.0111887
93	;0.050065	;0.349168	;10.7843	;0.0111887
94	;0.050065	;0.349168	;10.7843	;0.0111887
95	;0.050065	;0.349168	;10.7843	;0.0111887
96	;0.050065	;0.349168	;10.7843	;0.0111887
97	;0.050065	;0.349168	;10.7843	;0.0111887
98	;0.050065	;0.349168	;10.7843	;0.0111887
99	;0.050065	;0.349168	;10.7843	;0.0111887
100	;0.050065	;0.349168	;10.7843	;0.0111887
101	;0.050065	;0.349168	;10.7843	;0.0111887
102	;0.050065	;0.349168	;10.7843	;0.0111887
103	;0.050065	;0.349168	;10.7843	;0.0111887
104	;0.050065	;0.349168	;10.7843	;0.0111887
105	;0.050065	;0.349168	;10.7843	;0.0111887
106	;0.050065	;0.349168	;10.7843	;0.0111887
107	;0.050065	;0.349168	;10.7843	;0.0111887
108	;0.050065	;0.349168	;10.7843	;0.0111887
109	;0.050065	;0.349168	;10.7843	;0.0111887
110	;0.050065	;0.349168	;10.7843	;0.0111887
111	;0.050065	;0.349168	;10.7843	;0.0111887
112	;0.050065	;0.349168	;10.7843	;0.0111887
113	;0.050065	;0.349168	;10.7843	;0.0111887
114	;0.050065	;0.349168	;10.7843	;0.0111887
115	;0.050065	;0.349168	;10.7843	;0.0111887
116	;0.050065	;0.349168	;10.7843	;0.0111887
117	;0.050065	;0.349168	;10.7843	;0.0111887
118	;0.050065	;0.349168	;10.7843	;0.0111887
119	;0.050065	;0.349168	;10.7843	;0.0111887
120	;0.050065	;0.349168	;10.7843	;0.0111887
121	;0.050065	;0.349168	;10.7843	;0.0111887
122	;0.050065	;0.349168	;10.7843	;0.0111887
123	;0.050065	;0.349168	;10.7843	;0.0111887
124	;0.050065	;0.349168	;10.7843	;0.0111887
125	;0.050065	;0.349168	;10.7843	;0.0111887
126	;0.050065	;0.349168	;10.7843	;0.0111887
127	;0.050065	;0.349168	;10.7843	;0.0111887
128	;0.050065	;0.349168	;10.7843	;0.0111887
129	;0.050065	;0.349168	;10.7843	;0.0111887
130	;0.050065	;0.349168	;10.7843	;0.0111887
131	;0.050065	;0.349168	;10.7843	;0.0111887
132	;0.050065	;0.349168	;10.7843	;0.0111887
133	;0.050065	;0.349168	;10.7843	;0.0111887
134	;0.050065	;0.349168	;10.7843	;0.0111887
135	;0.050065	;0.349168	;10.7843	;0.0111887
136	;0.050065	;0.349168	;10.7843	;0.0111887
137	;0.050065	;0.349168	;10.7843	;0.0111887
138	;0.050065	;0.349168	;10.7843	;0.0111887
139	;0.050065	;0.349168	;10.7843	;0.0111887
140	;0.050065	;0.349168	;10.7843	;0.0111887
141	;0.050065	;0.349168	;10.7843	;0.0111887
142	;0.050065	;0.349168	;10.7843	;0.0111887
143	;0.050065	;0.349168	;10.7843	;0.0111887
144	;0.050065	;0.349168	;10.7843	;0.0111887
145	;0.050065	;0.349168	;10.7843	;0.0111887
146	;0.050065	;0.349168	;10.7843	;0.0111887
147	;0.050065	;0.349168	;10.7843	;0.0111887
148	;0.050065	;0.349168	;10.7843	;0.0111887
149	;0.050065	;0.349168	;10.7843	;0.0111887
150	;0.050065	;0.349168	;10.7843	;0.0111887

1	;0.0600574	;0.612948	;10.3309	;0.0272616
2	;0.0547127	;0.432608	;11.5047	;0.0174886
3	;0.0547127	;0.432608	;11.5047	;0.0174886
4	;0.0523131	;0.391467	;11.386	;0.0143406
5	;0.0523131	;0.391467	;11.386	;0.0143406
6	;0.0523131	;0.391467	;11.386	;0.0143406
7	;0.0523131	;0.391467	;11.386	;0.0143406
8	;0.0523131	;0.391467	;11.386	;0.0143406
9	;0.0523131	;0.391467	;11.386	;0.0143406
10	;0.0523131	;0.391467	;11.386	;0.0143406
11	;0.0523131	;0.391467	;11.386	;0.0143406
12	;0.0523131	;0.391467	;11.386	;0.0143406
13	;0.0520917	;0.374157	;10.8742	;0.0130711
14	;0.0520917	;0.374157	;10.8742	;0.0130711
15	;0.0520917	;0.374157	;10.8742	;0.0130711
16	;0.0520917	;0.374157	;10.8742	;0.0130711
17	;0.0520917	;0.374157	;10.8742	;0.0130711
18	;0.0520917	;0.374157	;10.8742	;0.0130711
19	;0.0520917	;0.374157	;10.8742	;0.0130711
20	;0.0520917	;0.374157	;10.8742	;0.0130711
21	;0.0520917	;0.374157	;10.8742	;0.0130711
22	;0.0520917	;0.374157	;10.8742	;0.0130711
23	;0.0520917	;0.374157	;10.8742	;0.0130711
24	;0.0520917	;0.374157	;10.8742	;0.0130711
25	;0.0520917	;0.374157	;10.8742	;0.0130711
26	;0.0520917	;0.374157	;10.8742	;0.0130711
27	;0.0520917	;0.374157	;10.8742	;0.0130711
28	;0.0520917	;0.374157	;10.8742	;0.0130711
29	;0.0520917	;0.374157	;10.8742	;0.0130711
30	;0.0514852	;0.376401	;10.5761	;0.0125476
31	;0.0514852	;0.376401	;10.5761	;0.0125476
32	;0.0514852	;0.376401	;10.5761	;0.0125476
33	;0.0514852	;0.376401	;10.5761	;0.0125476
34	;0.0514852	;0.376401	;10.5761	;0.0125476
35	;0.0514852	;0.376401	;10.5761	;0.0125476
36	;0.0514852	;0.376401	;10.5761	;0.0125476
37	;0.0514852	;0.376401	;10.5761	;0.0125476
38	;0.0514852	;0.376401	;10.5761	;0.0125476
39	;0.0514852	;0.376401	;10.5761	;0.0125476
40	;0.0514852	;0.376401	;10.5761	;0.0125476
41	;0.0514852	;0.376401	;10.5761	;0.0125476
42	;0.0514852	;0.376401	;10.5761	;0.0125476
43	;0.0514852	;0.376401	;10.5761	;0.0125476
44	;0.0514852	;0.376401	;10.5761	;0.0125476
45	;0.0514852	;0.376401	;10.5761	;0.0125476
46	;0.0514852	;0.376401	;10.5761	;0.0125476
47	;0.0514852	;0.376401	;10.5761	;0.0125476
48	;0.0514852	;0.376401	;10.5761	;0.0125476
49	;0.0514852	;0.376401	;10.5761	;0.0125476
50	;0.0514852	;0.376401	;10.5761	;0.0125476
51	;0.0514852	;0.376401	;10.5761	;0.0125476
52	;0.0514852	;0.376401	;10.5761	;0.0125476
53	;0.0514852	;0.376401	;10.5761	;0.0125476
54	;0.0514852	;0.376401	;10.5761	;0.0125476
55	;0.0510674	;0.360875	;10.5794	;0.0118386
56	;0.0510674	;0.360875	;10.5794	;0.0118386
57	;0.0510674	;0.360875	;10.5794	;0.0118386
58	;0.0510674	;0.360875	;10.5794	;0.0118386
59	;0.0510674	;0.360875	;10.5794	;0.0118386
60	;0.0510674	;0.360875	;10.5794	;0.0118386
61	;0.0510674	;0.360875	;10.5794	;0.0118386
62	;0.0510674	;0.360875	;10.5794	;0.0118386
63	;0.0510674	;0.360875	;10.5794	;0.0118386
64	;0.0510674	;0.360875	;10.5794	;0.0118386
65	;0.0510674	;0.360875	;10.5794	;0.0118386
66	;0.0510674	;0.360875	;10.5794	;0.0118386
67	;0.0510674	;0.360875	;10.5794	;0.0118386
68	;0.0510674	;0.360875	;10.5794	;0.0118386
69	;0.0510674	;0.360875	;10.5794	;0.0118386
70	;0.0510674	;0.360875	;10.5794	;0.0118386
71	;0.0510674	;0.360875	;10.5794	;0.0118386
72	;0.0510674	;0.360875	;10.5794	;0.0118386
73	;0.0510674	;0.360875	;10.5794	;0.0118386
74	;0.0510674	;0.360875	;10.5794	;0.0118386
75	;0.0510674	;0.360875	;10.5794	;0.0118386
76	;0.0510674	;0.360875	;10.5794	;0.0118386
77	;0.0510674	;0.360875	;10.5794	;0.0118386
78	;0.0510674	;0.360875	;10.5794	;0.0118386
79	;0.0510674	;0.360875	;10.5794	;0.0118386
80	;0.0510674	;0.360875	;10.5794	;0.0118386
81	;0.0510674	;0.360875	;10.5794	;0.0118386
82	;0.0510674	;0.360875	;10.5794	;0.0118386
83	;0.0510674	;0.360875	;10.5794	;0.0118386
84	;0.0510674	;0.360875	;10.5794	;0.0118386
85	;0.0510674	;0.360875	;10.5794	;0.0118386
86	;0.0510674	;0.360875	;10.5794	;0.0118386
87	;0.0510674	;0.360875	;10.5794	;0.0118386
88	;0.0510674	;0.360875	;10.5794	;0.0118386
89	;0.0510674	;0.360875	;10.5794	;0.0118386
90	;0.0510674	;0.360875	;10.5794	;0.0118386
91	;0.0510674	;0.360875	;10.5794	;0.0118386
92	;0.0510674	;0.360875	;10.5794	;0.0118386
93	;0.0510674	;0.360875	;10.5794	;0.0118386
94	;0.0510674	;0.360875	;10.5794	;0.0118386
95	;0.0510674	;0.360875	;10.5794	;0.0118386
96	;0.0510674	;0.360875	;10.5794	;0.0118386
97	;0.0510674	;0.360875	;10.5794	;0.0118386
98	;0.0510674	;0.360875	;10.5794	;0.0118386
99	;0.0510674	;0.360875	;10.5794	;0.0118386
100	;0.0510674	;0.360875	;10.5794	;0.0118386
101	;0.0510674	;0.360875	;10.5794	;0.0118386
102	;0.0500151	;0.342508	;11.3609	;0.0114474
103	;0.0500151	;0.342508	;11.3609	;0.0114474
104	;0.0500151	;0.342508	;11.3609	;0.0114474
105	;0.0500151	;0.342508	;11.3609	;0.0114474
106	;0.0500151	;0.342508	;11.3609	;0.0114474
107	;0.0500151	;0.342508	;11.3609	;0.0114474
108	;0.0500151	;0.342508	;11.3609	;0.0114474
109	;0.0500151	;0.342508	;11.3609	;0.0114474
110	;0.0500151	;0.342508	;11.3609	;0.0114474
111	;0.0500151	;0.342508	;11.3609	;0.0114474
112	;0.0500151	;0.342508	;11.3609	;0.0114474
113	;0.0500151	;0.342508	;11.3609	;0.0114474
114	;0.0500151	;0.342508	;11.3609	;0.0114474
115	;0.0500151	;0.342508	;11.3609	;0.0114474
116	;0.0500151	;0.342508	;11.3609	;0.0114474
117	;0.0500151	;0.342508	;11.3609	;0.0114474
118	;0.0500151	;0.342508	;11.3609	;0.0114474
119	;0.0500151	;0.342508	;11.3609	;0.0114474
120	;0.0500151	;0.342508	;11.3609	;0.0114474
121	;0.0500151	;0.342508	;11.3609	;0.0114474
122	;0.0500151	;0.342508	;11.3609	;0.0114474
123	;0.0500151	;0.342508	;11.3609	;0.0114474
124	;0.0500151	;0.342508	;11.3609	;0.0114474
125	;0.0500151	;0.342508	;11.3609	;0.0114474
126	;0.0500151	;0.342508	;11.3609	;0.0114474
127	;0.0500151	;0.342508	;11.3609	;0.0114474
128	;0.0500151	;0.342508	;11.3609	;0.0114474
129	;0.0500151	;0.342508	;11.3609	;0.0114474
130	;0.0500151	;0.342508	;11.3609	;0.0114474
131	;0.0500151	;0.342508	;11.3609	;0.0114474
132	;0.0500151	;0.342508	;11.3609	;0.0114474
133	;0.0500151	;0.342508	;11.3609	;0.0114474
134	;0.0500151	;0.342508	;11.3609	;0.0114474
135	;0.0500151	;0.342508	;11.3609	;0.0114474
136	;0.0500151	;0.342508	;11.3609	;0.0114474
137	;0.0500151	;0.342508	;11.3609	;0.0114474
138	;0.0500151	;0.342508	;11.3609	;0.0114474
139	;0.0500151	;0.342508	;11.3609	;0.0114474
140	;0.0500151	;0.342508	;11.3609	;0.0114474
141	;0.0500151	;0.342508	;11.3609	;0.0114474
142	;0.0500151	;0.342508	;11.3609	;0.0114474
143	;0.0500151	;0.342508	;11.3609	;0.0114474
144	;0.0500151	;0.342508	;11.3609	;0.0114474
145	;0.0500151	;0.342508	;11.3609	;0.0114474
146	;0.0500151	;0.342508	;11.3609	;0.0114474
147	;0.0500151	;0.342508	;11.3609	;0.0114474
148	;0.0500151	;0.342508	;11.3609	;0.0114474
149	;0.0500151	;0.342508	;11.3609	;0.0114474
150	;0.0500151	;0.342508	;11.3609	;0.0114474

1	;0.0532109	;0.410038	;11.6544	;0.0158526
2	;0.0532109	;0.410038	;11.6544	;0.0158526
3	;0.0534621	;0.417148	;10.6183	;0.0150447
4	;0.0534621	;0.417148	;10.6183	;0.0150447
5	;0.0534621	;0.417148	;10.6183	;0.0150447
6	;0.0534621	;0.417148	;10.6183	;0.0150447
7	;0.0530756	;0.412661	;10.6354	;0.0146883
8	;0.0530756	;0.412661	;10.6354	;0.0146883
9	;0.0530756	;0.412661	;10.6354	;0.0146883
10	;0.0528584	;0.404294	;10.4291	;0.01404
11	;0.0530624	;0.385966	;10.2998	;0.0133666
12	;0.0530624	;0.385966	;10.2998	;0.0133666
13	;0.0522747	;0.393636	;10.015	;0.0129241
14	;0.0522747	;0.393636	;10.015	;0.0129241
15	;0.0522065	;0.380511	;10.0095	;0.0124549
16	;0.0522065	;0.380511	;10.0095	;0.0124549
17	;0.0522065	;0.380511	;10.0095	;0.0124549
18	;0.0522065	;0.380511	;10.0095	;0.0124549
19	;0.0522065	;0.380511	;10.0095	;0.0124549
20	;0.0513626	;0.376016	;10.045	;0.0119483
21	;0.0513626	;0.376016	;10.045	;0.0119483
22	;0.0513626	;0.376016	;10.045	;0.0119483
23	;0.0513174	;0.376022	;10.0446	;0.011927
24	;0.0513173	;0.376022	;10.0446	;0.011927
25	;0.0513173	;0.376022	;10.0446	;0.011927
26	;0.0513173	;0.376022	;10.0446	;0.011927
27	;0.0513173	;0.376022	;10.0446	;0.011927
28	;0.0513172	;0.376022	;10.0446	;0.011927
29	;0.0513172	;0.376022	;10.0446	;0.011927
30	;0.0514138	;0.375165	;10.0182	;0.0119185
31	;0.0514138	;0.375165	;10.0182	;0.0119185
32	;0.0514215	;0.374915	;10.0176	;0.0119135
33	;0.0514215	;0.374915	;10.0176	;0.0119135
34	;0.0514214	;0.374915	;10.0176	;0.0119135
35	;0.0513481	;0.368194	;10.0641	;0.0117117
36	;0.0513481	;0.368194	;10.0641	;0.0117117
37	;0.0512113	;0.367	;10.1606	;0.0117045
38	;0.0511432	;0.366969	;10.0889	;0.0116036
39	;0.0511432	;0.366969	;10.0889	;0.0116036
40	;0.0511432	;0.366969	;10.0889	;0.0116036
41	;0.0511664	;0.365824	;10.0709	;0.0115606
42	;0.0511664	;0.365824	;10.0709	;0.0115606
43	;0.0511664	;0.365824	;10.0709	;0.0115606
44	;0.0511664	;0.365824	;10.0709	;0.0115606
45	;0.05117	;0.36562	;10.0697	;0.0115546
46	;0.0511699	;0.36562	;10.0697	;0.0115546
47	;0.050997	;0.363955	;10.1066	;0.0114593
48	;0.050997	;0.363955	;10.1066	;0.0114593
49	;0.050931	;0.364381	;10.1044	;0.011441
50	;0.0508242	;0.364989	;10.0997	;0.0114076
51	;0.0507293	;0.365421	;10.1011	;0.0113799
52	;0.0507293	;0.365421	;10.1011	;0.0113799
53	;0.0507292	;0.365421	;10.1011	;0.0113798
54	;0.0507292	;0.365421	;10.1011	;0.0113798
55	;0.0507292	;0.365421	;10.1011	;0.0113798
56	;0.0507292	;0.365421	;10.1011	;0.0113798
57	;0.0507687	;0.364514	;10.1053	;0.0113732
58	;0.0506918	;0.361481	;10.1351	;0.0112721
59	;0.0506918	;0.361481	;10.1351	;0.0112721
60	;0.0505417	;0.360564	;10.1482	;0.0111891
61	;0.0505164	;0.359161	;10.1457	;0.0111321
62	;0.0505001	;0.35897	;10.1452	;0.0111185
63	;0.0505	;0.35897	;10.1452	;0.0111185
64	;0.0505	;0.35897	;10.1452	;0.0111185
65	;0.0505	;0.35897	;10.1452	;0.0111185
66	;0.0504681	;0.358719	;10.1381	;0.0110901
67	;0.0504534	;0.358612	;10.1355	;0.0110781
68	;0.0504547	;0.358513	;10.1312	;0.0110716
69	;0.050442	;0.358706	;10.126	;0.0110673
70	;0.0504402	;0.358584	;10.1238	;0.0110608
71	;0.0504359	;0.358088	;10.125	;0.0110446
72	;0.0504001	;0.357661	;10.1255	;0.0110163
73	;0.0504001	;0.357661	;10.1255	;0.0110163
74	;0.0504001	;0.357661	;10.1255	;0.0110163
75	;0.050389	;0.35767	;10.1228	;0.0110092
76	;0.0503803	;0.357688	;10.1213	;0.0110046
77	;0.0503803	;0.357688	;10.1213	;0.0110046
78	;0.0503803	;0.357688	;10.1213	;0.0110046
79	;0.0503803	;0.357688	;10.1213	;0.0110046
80	;0.0503803	;0.357688	;10.1213	;0.0110046
81	;0.0503803	;0.357688	;10.1213	;0.0110046
82	;0.0503834	;0.35775	;10.1124	;0.0109998
83	;0.0503865	;0.357727	;10.1079	;0.0109963
84	;0.0503853	;0.357718	;10.1079	;0.0109955
85	;0.0503816	;0.357673	;10.1109	;0.0109953
86	;0.0503762	;0.357624	;10.1131	;0.0109934
87	;0.0503771	;0.357633	;10.1121	;0.0109932
88	;0.0503769	;0.357609	;10.1124	;0.0109926
89	;0.050376	;0.357614	;10.1124	;0.0109923
90	;0.0503757	;0.357613	;10.1124	;0.0109922
91	;0.0503757	;0.357613	;10.1124	;0.0109922
92	;0.0503751	;0.357598	;10.1123	;0.0109914
93	;0.0503749	;0.357595	;10.112	;0.0109909
94	;0.0503751	;0.357578	;10.1121	;0.0109906
95	;0.0503751	;0.357566	;10.1121	;0.0109902
96	;0.0503747	;0.357564	;10.112	;0.0109899
97	;0.0503745	;0.357566	;10.112	;0.0109899
98	;0.0503737	;0.357563	;10.1118	;0.0109893
99	;0.0503724	;0.357549	;10.1119	;0.0109884
100	;0.0503724	;0.357538	;10.1121	;0.0109882
101	;0.0503723	;0.35754	;10.112	;0.0109881
102	;0.0503719	;0.357538	;10.1119	;0.0109878
103	;0.0503719	;0.357538	;10.1119	;0.0109878
104	;0.0503719	;0.357538	;10.1119	;0.0109878
105	;0.0503717	;0.357534	;10.1119	;0.0109876
106	;0.0503717	;0.357534	;10.1119	;0.0109876
107	;0.0503717	;0.357534	;10.1119	;0.0109876
108	;0.0503717	;0.357534	;10.1119	;0.0109876
109	;0.0503717	;0.357534	;10.1119	;0.0109876
110	;0.0503717	;0.357534	;10.1119	;0.0109876
111	;0.0503717	;0.357534	;10.1119	;0.0109876
112	;0.0503717	;0.357534	;10.1119	;0.0109876
113	;0.0503716	;0.357533	;10.1118	;0.0109875
114	;0.0503716	;0.357533	;10.1118	;0.0109875
115	;0.0503716	;0.357533	;10.1118	;0.0109875
116	;0.0503716	;0.357533	;10.1118	;0.0109875
117	;0.0503716	;0.357533	;10.1118	;0.0109875
118	;0.0503716	;0.357533	;10.1118	;0.0109875
119	;0.0503716	;0.357533	;10.1118	;0.0109875
120	;0.0503716	;0.357533	;10.1118	;0.0109875
121	;0.0503716	;0.357533	;10.1118	;0.0109875
122	;0.0503716	;0.357533	;10.1118	;0.0109875
123	;0.0503716	;0.357533	;10.1118	;0.0109875
124	;0.0503716	;0.357533	;10.1118	;0.0109875
125	;0.0503716	;0.357533	;10.1118	;0.0109875
126	;0.0503716	;0.357533	;10.1118	;0.0109875
127	;0.0503716	;0.357533	;10.1118	;0.0109875
128	;0.0503716	;0.357533	;10.1118	;0.0109875
129	;0.0503716	;0.357533	;10.1118	;0.0109875
130	;0.0503716	;0.357533	;10.1118	;0.0109875
131	;0.0503716	;0.357533	;10.1118	;0.0109875
132	;0.0503716	;0.357533	;10.1118	;0.0109875
133	;0.0503716	;0.357533	;10.1118	;0.0109875
134	;0.0503716	;0.357533	;10.1118	;0.0109875
135	;0.0503716	;0.357533	;10.1118	;0.0109875
136	;0.0503716	;0.357533	;10.1118	;0.0109875
137	;0.0503716	;0.357533	;10.1118	;0.0109875
138	;0.0503717	;0.357534	;10.1118	;0.0109875
139	;0.0503717	;0.357534	;10.1117	;0.0109874
140	;0.0503717	;0.357534	;10.1117	;0.0109874
141	;0.0503717	;0.357534	;10.1117	;0.0109874
142	;0.0503717	;0.357534	;10.1117	;0.0109874
143	;0.0503717	;0.357534	;10.1117	;0.0109874
144	;0.0503717	;0.357534	;10.1117	;0.0109874
145	;0.0503717	;0.357534	;10.1117	;0.0109874
146	;0.0503717	;0.357534	;10.1117	;0.0109874
147	;0.0503717	;0.357534	;10.1117	;0.0109874
148	;0.0503717	;0.357534	;10.1117	;0.0109874
149	;0.0503717	;0.357534	;10.1117	;0.0109874
150	;0.0503717	;0.357534	;10.1117	;0.0109874

1	;0.0546095	;0.419891	;11.7451	;0.0172116
2	;0.0546095	;0.419891	;11.7451	;0.0172116
3	;0.0548687	;0.40823	;11.6527	;0.0167793
4	;0.0520657	;0.38011	;11.5811	;0.0139942
5	;0.0513126	;0.379299	;11.7628	;0.0137447
6	;0.0513126	;0.379299	;11.7628	;0.0137447
7	;0.0513126	;0.379299	;11.7628	;0.0137447
8	;0.0513126	;0.379299	;11.7628	;0.0137447
9	;0.0513619	;0.379225	;11.6702	;0.0136758
10	;0.0513619	;0.379225	;11.6702	;0.0136758
11	;0.0523135	;0.369245	;11.0294	;0.0131663
12	;0.0523135	;0.369245	;11.0294	;0.0131663
13	;0.0523135	;0.369245	;11.0294	;0.0131663
14	;0.0523135	;0.369245	;11.0294	;0.0131663
15	;0.0506099	;0.35548	;11.3347	;0.0121415
16	;0.0506099	;0.35548	;11.3347	;0.0121415
17	;0.0506099	;0.35548	;11.3347	;0.0121415
18	;0.0506099	;0.35548	;11.3347	;0.0121415
19	;0.0506099	;0.35548	;11.3347	;0.0121415
20	;0.0506099	;0.35548	;11.3347	;0.0121415
21	;0.0506099	;0.35548	;11.3347	;0.0121415
22	;0.0503272	;0.354829	;11.4101	;0.0120519
23	;0.0503272	;0.354829	;11.4101	;0.0120519
24	;0.0503272	;0.354829	;11.4101	;0.0120519
25	;0.0503272	;0.354829	;11.4101	;0.0120519
26	;0.0503272	;0.354829	;11.4101	;0.0120519
27	;0.0503272	;0.354829	;11.4101	;0.0120519
28	;0.0503272	;0.354829	;11.4101	;0.0120519
29	;0.0503272	;0.354829	;11.4101	;0.0120519
30	;0.0503272	;0.354829	;11.4101	;0.0120519
31	;0.0503272	;0.354829	;11.4101	;0.0120519
32	;0.0503272	;0.354829	;11.4101	;0.0120519
33	;0.0503272	;0.354829	;11.4101	;0.0120519
34	;0.0503272	;0.354829	;11.4101	;0.0120519
35	;0.0503272	;0.354829	;11.4101	;0.0120519
36	;0.0503272	;0.354829	;11.4101	;0.0120519
37	;0.0503272	;0.354829	;11.4101	;0.0120519
38	;0.0503272	;0.354829	;11.4101	;0.0120519
39	;0.0503272	;0.354829	;11.4101	;0.0120519
40	;0.0503272	;0.354829	;11.4101	;0.0120519
41	;0.0503272	;0.354829	;11.4101	;0.0120519
42	;0.0503272	;0.354829	;11.4101	;0.0120519
43	;0.0503272	;0.354829	;11.4101	;0.0120519
44	;0.0503272	;0.354829	;11.4101	;0.0120519
45	;0.0503272	;0.354829	;11.4101	;0.0120519
46	;0.0509085	;0.356556	;10.7051	;0.0117405
47	;0.0509085	;0.356556	;10.7051	;0.0117405
48	;0.0509085	;0.356556	;10.7051	;0.0117405
49	;0.0509085	;0.356556	;10.7051	;0.0117405
50	;0.0509085	;0.356556	;10.7051	;0.0117405
51	;0.0509085	;0.356556	;10.7051	;0.0117405
52	;0.0509085	;0.356556	;10.7051	;0.0117405
53	;0.0509085	;0.356556	;10.7051	;0.0117405
54	;0.0509085	;0.356556	;10.7051	;0.0117405
55	;0.0509085	;0.356556	;10.7051	;0.0117405
56	;0.0509085	;0.356556	;10.7051	;0.0117405
57	;0.0509085	;0.356556	;10.7051	;0.0117405
58	;0.0509085	;0.356556	;10.7051	;0.0117405
59	;0.0509085	;0.356556	;10.7051	;0.0117405
60	;0.0509085	;0.356556	;10.7051	;0.0117405
61	;0.0509085	;0.356556	;10.7051	;0.0117405
62	;0.0509085	;0.356556	;10.7051	;0.0117405
63	;0.0509085	;0.356556	;10.7051	;0.0117405
64	;0.0509085	;0.356556	;10.7051	;0.0117405
65	;0.0509085	;0.356556	;10.7051	;0.0117405
66	;0.0509085	;0.356556	;10.7051	;0.0117405
67	;0.0509085	;0.356556	;10.7051	;0.0117405
68	;0.0509085	;0.356556	;10.7051	;0.0117405
69	;0.0509085	;0.356556	;10.7051	;0.0117405
70	;0.0509085	;0.356556	;10.7051	;0.0117405
71	;0.0509085	;0.356556	;10.7051	;0.0117405
72	;0.0509085	;0.356556	;10.7051	;0.0117405
73	;0.0509085	;0.356556	;10.7051	;0.0117405
74	;0.0509085	;0.356556	;10.7051	;0.0117405
75	;0.0509085	;0.356556	;10.7051	;0.0117405
76	;0.0509085	;0.356556	;10.7051	;0.0117405
77	;0.0509085	;0.356556	;10.7051	;0.0117405
78	;0.0509085	;0.356556	;10.7051	;0.0117405
79	;0.0509085	;0.356556	;10.7051	;0.0117405
80	;0.0509085	;0.356556	;10.7051	;0.0117405
81	;0.0509085	;0.356556	;10.7051	;0.0117405
82	;0.0509085	;0.356556	;10.7051	;0.0117405
83	;0.0509085	;0.356556	;10.7051	;0.0117405
84	;0.0509085	;0.356556	;10.7051	;0.0117405
85	;0.0509085	;0.356556	;10.7051	;0.0117405
86	;0.0509085	;0.356556	;10.7051	;0.0117405
87	;0.0509085	;0.356556	;10.7051	;0.0117405
88	;0.0509085	;0.356556	;10.7051	;0.0117405
89	;0.0509085	;0.356556	;10.7051	;0.0117405
90	;0.0509085	;0.356556	;10.7051	;0.0117405
91	;0.0509085	;0.356556	;10.7051	;0.0117405
92	;0.0509085	;0.356556	;10.7051	;0.0117405
93	;0.0509085	;0.356556	;10.7051	;0.0117405
94	;0.0509085	;0.356556	;10.7051	;0.0117405
95	;0.0509085	;0.356556	;10.7051	;0.0117405
96	;0.0509085	;0.356556	;10.7051	;0.0117405
97	;0.0509085	;0.356556	;10.7051	;0.0117405
98	;0.0509085	;0.356556	;10.7051	;0.0117405
99	;0.0509085	;0.356556	;10.7051	;0.0117405
100	;0.0509085	;0.356556	;10.7051	;0.0117405
101	;0.0509085	;0.356556	;10.7051	;0.0117405
102	;0.0509085	;0.356556	;10.7051	;0.0117405
103	;0.0509085	;0.356556	;10.7051	;0.0117405
104	;0.0509085	;0.356556	;10.7051	;0.0117405
