1	;0.840113	;1.53149	;4.0505	;1.18433	;4.77859
137	;0.169276	;4.11226	;9.97793	;0.169448	;1.60345
138	;0.169276	;4.11226	;9.97793	;0.169448	;1.60345
139	;0.169276	;4.11226	;9.97793	;0.169448	;1.60345
140	;0.169276	;4.11226	;9.97793	;0.169448	;1.60345
141	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
142	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
143	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
144	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
145	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
146	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
147	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
148	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
149	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176
150	;0.168706	;4.13348	;9.97237	;0.169174	;1.60176

1	;0.526972	;2.46418	;6.01198	;0.613766	;3.67874
2	;0.222534	;7.78876	;6.59157	;0.420609	;3.33237
3	;0.222534	;7.78876	;6.59157	;0.420609	;3.33237
4	;0.170107	;6.31184	;7.55594	;0.333563	;2.66469
5	;0.189793	;6.57823	;8.05429	;0.282446	;2.51397
6	;0.257384	;3.89373	;7.97091	;0.274847	;2.17093
7	;0.233747	;3.05276	;9.02617	;0.254489	;2.06879
8	;0.233747	;3.05276	;9.02617	;0.254489	;2.06879
9	;0.233747	;3.05276	;9.02617	;0.254489	;2.06879
10	;0.234831	;3.03762	;9.00422	;0.251677	;2.04257
11	;0.236698	;3.09571	;8.90682	;0.250837	;2.02914
12	;0.234733	;3.09753	;8.92545	;0.247822	;2.00799
13	;0.234733	;3.09753	;8.92545	;0.247822	;2.00799
14	;0.240753	;3.36069	;8.69368	;0.242653	;1.97713
15	;0.239214	;3.26489	;8.58717	;0.246053	;1.96139
16	;0.236356	;3.26862	;8.3257	;0.243607	;1.88673
17	;0.236356	;3.26862	;8.3257	;0.243607	;1.88673
18	;0.236356	;3.26862	;8.3257	;0.243607	;1.88673
19	;0.236356	;3.26862	;8.3257	;0.243607	;1.88673
20	;0.236356	;3.26862	;8.3257	;0.243607	;1.88673
21	;0.236356	;3.26862	;8.3257	;0.243607	;1.88673
22	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
23	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
24	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
25	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
26	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
27	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
28	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
29	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
30	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
31	;0.237408	;3.27143	;8.34894	;0.24188	;1.8817
32	;0.233838	;3.24645	;8.50361	;0.235489	;1.85764
33	;0.233838	;3.24645	;8.50361	;0.235489	;1.85764
34	;0.233838	;3.24645	;8.50361	;0.235489	;1.85764
35	;0.234425	;3.27069	;8.47481	;0.235317	;1.85559
36	;0.234425	;3.27069	;8.47481	;0.235317	;1.85559
37	;0.23378	;3.26486	;8.50227	;0.234695	;1.85456
38	;0.23378	;3.26486	;8.50227	;0.234695	;1.85456
39	;0.23378	;3.26486	;8.50227	;0.234695	;1.85456
40	;0.231906	;3.30055	;8.47777	;0.234575	;1.85133
41	;0.231906	;3.30055	;8.47777	;0.234575	;1.85133
42	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
43	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
44	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
45	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
46	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
47	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
48	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
49	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
50	;0.231125	;3.30073	;8.45809	;0.234975	;1.849
51	;0.230771	;3.29196	;8.46124	;0.234961	;1.84757
52	;0.219888	;3.33717	;8.96544	;0.220798	;1.82938
53	;0.219888	;3.33717	;8.96544	;0.220798	;1.82938
54	;0.21815	;3.34184	;8.96297	;0.218539	;1.80991
55	;0.21815	;3.34184	;8.96297	;0.218539	;1.80991
56	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
57	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
58	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
59	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
60	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
61	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
62	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
63	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
64	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
65	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
66	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
67	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
68	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
69	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
70	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
71	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
72	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
73	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
74	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
75	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
76	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
77	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
78	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
79	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
80	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
81	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
82	;0.217986	;3.34091	;8.94488	;0.218021	;1.80235
83	;0.204335	;3.43637	;9.40285	;0.206414	;1.78663
84	;0.204335	;3.43637	;9.40285	;0.206414	;1.78663
85	;0.197205	;3.56898	;9.58373	;0.197638	;1.75431
86	;0.197205	;3.56898	;9.58373	;0.197638	;1.75431
87	;0.197205	;3.56898	;9.58373	;0.197638	;1.75431
88	;0.197205	;3.56898	;9.58373	;0.197638	;1.75431
89	;0.197205	;3.56898	;9.58373	;0.197638	;1.75431
90	;0.197205	;3.56898	;9.58373	;0.197638	;1.75431
91	;0.192863	;3.70165	;9.49569	;0.194632	;1.72605
92	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
93	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
94	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
95	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
96	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
97	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
98	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
99	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
100	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
101	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
102	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
103	;0.193902	;3.70228	;9.34694	;0.194184	;1.69955
104	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
105	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
106	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
107	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
108	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
109	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
110	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
111	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
112	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
113	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
114	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
115	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
116	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
117	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
118	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
119	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
120	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
121	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
122	;0.193879	;3.71019	;9.32643	;0.194062	;1.69617
123	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
124	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
125	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
126	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
127	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
128	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
129	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
130	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
131	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
132	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
133	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
134	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
135	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
136	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
137	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
138	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
139	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
140	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
141	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
142	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
143	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
144	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
145	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
146	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
147	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
148	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
149	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946
150	;0.193351	;3.72105	;9.31828	;0.193964	;1.6946

1	;0.258852	;8.36306	;7.74991	;0.280575	;2.95848
2	;0.258852	;8.36306	;7.74991	;0.280575	;2.95848
3	;0.192209	;7.07022	;8.01438	;0.293152	;2.67015
4	;0.192209	;7.07022	;8.01438	;0.293152	;2.67015
5	;0.187962	;6.64512	;8.5115	;0.23799	;2.27131
6	;0.182204	;6.51302	;9.38987	;0.203203	;2.12188
7	;0.17485	;6.01619	;9.39058	;0.194451	;1.9616
8	;0.17485	;6.01619	;9.39058	;0.194451	;1.9616
9	;0.168152	;6.17298	;9.86037	;0.173208	;1.85037
10	;0.160347	;5.94778	;9.74307	;0.178997	;1.84262
11	;0.148309	;5.69385	;9.84398	;0.180273	;1.81973
12	;0.154484	;5.68227	;9.77247	;0.178794	;1.80431
13	;0.154484	;5.68227	;9.77247	;0.178794	;1.80431
14	;0.16268	;5.55684	;9.7679	;0.177467	;1.79346
15	;0.150211	;5.2067	;9.79807	;0.177144	;1.7336
16	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
17	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
18	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
19	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
20	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
21	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
22	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
23	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
24	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
25	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
26	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
27	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
28	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
29	;0.149299	;5.21084	;9.86824	;0.173166	;1.70768
30	;0.144429	;5.2434	;9.92507	;0.172291	;1.70395
31	;0.144429	;5.2434	;9.92507	;0.172291	;1.70395
32	;0.144429	;5.2434	;9.92507	;0.172291	;1.70395
33	;0.147971	;5.2254	;9.92897	;0.17069	;1.69395
34	;0.147971	;5.2254	;9.92897	;0.17069	;1.69395
35	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
36	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
37	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
38	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
39	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
40	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
41	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
42	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
43	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
44	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
45	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
46	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
47	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
48	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
49	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
50	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
51	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
52	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
53	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
54	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
55	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
56	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
57	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
58	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
59	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
60	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
61	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
62	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
63	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
64	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
65	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
66	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
67	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
68	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
69	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
70	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
71	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
72	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
73	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
74	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
75	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
76	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
77	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
78	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
79	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
80	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
81	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
82	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
83	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
84	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
85	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
86	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
87	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
88	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
89	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
90	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
91	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
92	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
93	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
94	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
95	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
96	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
97	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
98	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
99	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
100	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
101	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
102	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
103	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
104	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
105	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
106	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
107	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
108	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
109	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
110	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
111	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
112	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
113	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
114	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
115	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
116	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
117	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
118	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
119	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
120	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
121	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
122	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
123	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
124	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
125	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
126	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
127	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
128	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
129	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
130	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
131	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
132	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
133	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
134	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
135	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
136	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
137	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
138	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
139	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
140	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
141	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
142	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
143	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
144	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
145	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
146	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
147	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
148	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
149	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538
150	;0.142537	;5.21229	;9.98807	;0.168804	;1.67538

1	;0.273817	;8.05008	;7.88109	;0.275549	;2.97048
2	;0.273817	;8.05008	;7.88109	;0.275549	;2.97048
3	;0.191958	;7.04505	;9.26171	;0.266398	;2.78486
4	;0.132205	;6.15229	;9.40251	;0.245766	;2.35919
5	;0.132205	;6.15229	;9.40251	;0.245766	;2.35919
6	;0.132205	;6.15229	;9.40251	;0.245766	;2.35919
7	;0.132205	;6.15229	;9.40251	;0.245766	;2.35919
8	;0.159827	;6.38094	;9.09523	;0.232841	;2.25657
9	;0.155473	;6.4706	;9.25055	;0.208114	;2.06877
10	;0.155473	;6.4706	;9.25055	;0.208114	;2.06877
11	;0.127881	;6.38909	;9.58956	;0.192577	;1.92691
12	;0.127881	;6.38909	;9.58956	;0.192577	;1.92691
13	;0.127881	;6.38909	;9.58956	;0.192577	;1.92691
14	;0.127881	;6.38909	;9.58956	;0.192577	;1.92691
15	;0.136324	;6.6585	;9.78812	;0.179761	;1.88545
16	;0.136324	;6.6585	;9.78812	;0.179761	;1.88545
17	;0.136324	;6.6585	;9.78812	;0.179761	;1.88545
18	;0.136324	;6.6585	;9.78812	;0.179761	;1.88545
19	;0.131012	;6.59827	;9.98104	;0.174186	;1.848
20	;0.131012	;6.59827	;9.98104	;0.174186	;1.848
21	;0.13139	;6.6023	;9.97868	;0.173234	;1.83931
22	;0.131616	;6.50377	;9.97214	;0.173537	;1.83152
23	;0.131616	;6.50377	;9.97214	;0.173537	;1.83152
24	;0.130079	;6.4798	;9.96024	;0.171331	;1.80251
25	;0.130079	;6.4798	;9.96024	;0.171331	;1.80251
26	;0.130079	;6.4798	;9.96024	;0.171331	;1.80251
27	;0.130079	;6.4798	;9.96024	;0.171331	;1.80251
28	;0.130079	;6.4798	;9.96024	;0.171331	;1.80251
29	;0.130079	;6.4798	;9.96024	;0.171331	;1.80251
30	;0.129955	;6.46574	;9.96085	;0.171426	;1.80189
31	;0.132012	;6.46405	;9.97237	;0.170212	;1.7956
32	;0.130541	;6.45547	;9.97393	;0.168903	;1.77939
33	;0.130541	;6.45547	;9.97393	;0.168903	;1.77939
34	;0.128032	;6.45336	;9.9771	;0.16887	;1.77476
35	;0.128032	;6.45336	;9.9771	;0.16887	;1.77476
36	;0.126199	;6.44232	;9.97715	;0.168963	;1.77127
37	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
38	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
39	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
40	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
41	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
42	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
43	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
44	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
45	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
46	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
47	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
48	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
49	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
50	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
51	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
52	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
53	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
54	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
55	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
56	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
57	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
58	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
59	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
60	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
61	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
62	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
63	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
64	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
65	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
66	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
67	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
68	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
69	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
70	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
71	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
72	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
73	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
74	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
75	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
76	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
77	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
78	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
79	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
80	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
81	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
82	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
83	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
84	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
85	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
86	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
87	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
88	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
89	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
90	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
91	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
92	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
93	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
94	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
95	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
96	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
97	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
98	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
99	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
100	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
101	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
102	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
103	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
104	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
105	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
106	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
107	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
108	;0.128168	;6.43328	;9.99251	;0.168385	;1.77081
109	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
110	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
111	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
112	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
113	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
114	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
115	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
116	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
117	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
118	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
119	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
120	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
121	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
122	;0.127853	;6.40954	;9.99441	;0.168324	;1.7676
